enrollment_id,employee_id,course_id,enrolled_date,completed_date,progress,ratings,feedback
362,96,3,2022-12-29,2023-03-04,98,4.2,I really enjoyed this course.
363,461,13,2023-08-04,2023-09-06,84,4.5,Very informative and well structured.
364,455,13,2023-11-09,2024-04-28,30,2.3,I would not recommend this course.
365,456,18,2023-02-02,2023-05-27,9,4.0,I really enjoyed this course.
366,59,5,2024-06-09,2024-11-29,68,2.1,I didn't learn anything new from this course.
367,101,23,2024-03-28,2024-08-28,99,4.4,"Excellent course, highly recommend!"
368,208,17,2023-07-09,2023-11-02,18,3.9,"Not much to say, it was a standard course."
369,122,5,2024-06-03,2024-07-08,43,2.4,I would not recommend this course.
370,86,18,2024-03-28,2024-05-16,56,2.3,I would not recommend this course.
371,100,23,2023-12-18,2024-05-13,76,3.6,"Not much to say, it was a standard course."
372,144,10,2023-02-02,2023-06-26,27,3.8,It was a decent experience overall.
373,153,23,2023-11-15,2024-02-08,32,1.3,I would not recommend this course.
374,100,2,2023-04-04,2023-06-06,75,2.9,Average course with some useful content.
375,312,14,2024-06-22,2024-09-18,48,4.3,The materials provided were very helpful.
376,479,10,2024-03-14,2024-05-25,39,3.7,Average course with some useful content.
377,178,10,2023-02-01,2023-06-03,49,4.0,Very informative and well structured.
378,142,11,2024-06-22,2024-11-14,1,3.7,The course met my expectations.
379,471,20,2023-04-15,2023-10-03,45,1.4,I didn't learn anything new from this course.
380,164,13,2023-07-23,2023-11-28,82,4.2,"Excellent course, highly recommend!"
381,382,14,2024-06-30,2024-10-02,13,4.8,The materials provided were very helpful.
382,287,8,2023-09-25,2024-02-29,1,4.0,"Excellent course, highly recommend!"
383,131,24,2023-10-22,2024-01-20,95,4.9,"Excellent course, highly recommend!"
384,246,4,2024-05-03,2024-08-17,31,4.8,The materials provided were very helpful.
385,386,10,2024-09-14,2025-01-07,18,1.6,The content was outdated and irrelevant.
386,320,14,2023-08-12,2024-01-18,99,3.3,"Not much to say, it was a standard course."
387,138,22,2023-04-16,2023-09-08,91,3.9,The course met my expectations.
388,79,21,2024-08-31,2024-10-12,55,3.7,The course met my expectations.
389,425,21,2024-07-23,2024-12-15,100,4.5,I really enjoyed this course.
390,182,18,2023-04-02,2023-08-05,49,2.6,Average course with some useful content.
391,103,16,2023-06-02,2023-07-24,37,2.5,"The course was okay, not too bad."
392,178,9,2023-11-03,2024-01-22,49,2.3,"Not worth the time, very disappointing."
393,410,12,2024-03-01,2024-04-08,28,4.1,I really enjoyed this course.
394,21,5,2024-01-30,2024-04-13,51,4.1,"The instructor was great, learned a lot!"
395,326,23,2024-03-08,2024-06-08,16,1.4,I would not recommend this course.
396,332,14,2023-12-01,2024-01-23,59,2.9,"The course was okay, not too bad."
397,428,12,2023-09-17,2024-01-21,14,4.5,I really enjoyed this course.
398,311,21,2023-08-13,2023-11-11,69,1.7,I didn't learn anything new from this course.
399,154,3,2022-12-22,2023-06-20,42,5.0,"The instructor was great, learned a lot!"
400,180,13,2023-04-05,2023-09-15,3,2.7,"Not much to say, it was a standard course."
401,379,22,2022-12-06,2023-01-10,34,4.6,The materials provided were very helpful.
402,433,18,2023-05-18,2023-10-13,75,3.5,"The course was okay, not too bad."
403,368,22,2023-04-02,2023-06-09,19,2.4,I would not recommend this course.
404,96,22,2024-01-11,2024-02-24,70,2.5,"Not much to say, it was a standard course."
405,420,2,2022-10-22,2022-12-21,30,4.0,I really enjoyed this course.
406,411,19,2023-07-09,2023-10-13,71,4.6,Very informative and well structured.
407,107,22,2024-03-20,2024-07-19,19,4.8,I really enjoyed this course.
408,419,21,2024-06-03,2024-07-23,93,2.2,"Not worth the time, very disappointing."
409,8,4,2023-01-13,2023-02-18,77,2.7,The course met my expectations.
410,283,19,2023-04-19,2023-08-08,18,4.8,Very informative and well structured.
411,488,10,2023-09-15,2024-03-13,37,4.8,The materials provided were very helpful.
412,328,16,2022-12-02,2023-05-07,66,2.3,"Poorly organized, I expected better."
413,98,16,2023-12-24,2024-01-23,45,4.4,I really enjoyed this course.
414,40,21,2023-12-13,2024-03-02,93,2.4,I would not recommend this course.
415,95,18,2024-02-12,2024-06-16,12,2.0,The content was outdated and irrelevant.
416,431,17,2022-12-23,2023-04-18,96,2.0,I didn't learn anything new from this course.
417,243,8,2023-02-26,2023-08-19,6,2.6,"Not much to say, it was a standard course."
418,373,3,2023-06-17,2023-12-04,90,4.2,Very informative and well structured.
419,102,20,2024-02-19,2024-06-23,68,1.8,I didn't learn anything new from this course.
420,423,14,2024-07-17,2024-12-19,42,4.9,The materials provided were very helpful.
421,407,3,2022-12-26,2023-02-16,15,4.1,Very informative and well structured.
422,469,5,2022-12-17,2023-06-10,75,4.5,"Excellent course, highly recommend!"
423,123,1,2023-12-13,2024-03-06,96,1.6,"Not worth the time, very disappointing."
424,276,3,2022-12-10,2023-05-29,5,2.4,"Not worth the time, very disappointing."
425,146,8,2023-04-10,2023-10-02,78,4.2,"Excellent course, highly recommend!"
426,120,23,2023-09-10,2023-10-14,28,1.6,"Poorly organized, I expected better."
427,7,23,2024-08-07,2024-11-16,1,4.3,"The instructor was great, learned a lot!"
428,9,6,2023-06-17,2023-11-01,46,1.9,The content was outdated and irrelevant.
429,122,24,2023-05-13,2023-10-09,19,1.3,"Poorly organized, I expected better."
430,314,15,2023-08-09,2023-09-15,97,2.3,I would not recommend this course.
431,191,22,2023-06-23,2023-10-14,93,4.0,The materials provided were very helpful.
432,27,15,2024-01-24,2024-02-27,42,3.2,"Not much to say, it was a standard course."
433,76,12,2023-08-11,2023-12-29,64,1.3,I didn't learn anything new from this course.
434,271,16,2023-11-12,2023-12-16,90,4.4,I really enjoyed this course.
435,265,11,2022-12-06,2023-03-08,46,4.7,I really enjoyed this course.
436,61,8,2023-06-25,2023-10-19,88,2.6,The course met my expectations.
437,269,23,2023-04-16,2023-08-27,49,3.9,Average course with some useful content.
438,126,5,2024-04-08,2024-07-30,96,4.0,The materials provided were very helpful.
439,271,23,2024-06-16,2024-08-03,60,2.5,Average course with some useful content.
440,5,17,2023-05-12,2023-08-07,26,1.5,I didn't learn anything new from this course.
441,100,19,2024-05-09,2024-09-11,67,3.7,It was a decent experience overall.
442,49,9,2023-05-14,2023-10-14,70,1.6,I didn't learn anything new from this course.
443,455,1,2024-09-11,2024-12-09,26,1.8,I didn't learn anything new from this course.
444,233,15,2024-06-16,2024-09-23,90,2.8,Average course with some useful content.
445,233,20,2023-02-18,2023-06-30,7,3.9,The course met my expectations.
446,321,24,2023-09-29,2024-01-10,34,3.3,The course met my expectations.
447,172,20,2024-07-13,2024-08-17,31,3.8,The course met my expectations.
448,269,11,2023-05-22,2023-07-26,86,3.6,"The course was okay, not too bad."
449,440,5,2023-01-12,2023-02-14,45,4.4,"The instructor was great, learned a lot!"
450,427,13,2023-09-15,2023-11-16,46,1.6,The content was outdated and irrelevant.
451,361,5,2023-02-04,2023-06-13,49,4.1,I really enjoyed this course.
452,212,18,2023-10-13,2024-02-27,58,3.6,Average course with some useful content.
453,327,10,2024-06-18,2024-12-04,35,4.5,"The instructor was great, learned a lot!"
454,67,16,2023-06-17,2023-11-26,56,3.2,"Not much to say, it was a standard course."
455,459,4,2024-08-27,2025-01-22,15,2.7,It was a decent experience overall.
456,312,14,2023-12-11,2024-01-18,21,3.3,"The course was okay, not too bad."
457,433,17,2024-02-06,2024-04-28,100,3.1,"Not much to say, it was a standard course."
458,103,24,2024-07-31,2024-09-29,86,1.7,"Not worth the time, very disappointing."
459,20,8,2022-12-20,2023-02-03,57,2.9,Average course with some useful content.
460,121,5,2024-04-05,2024-08-10,5,4.7,Very informative and well structured.
461,265,4,2024-07-31,2024-12-14,82,3.0,Average course with some useful content.
462,147,16,2023-06-16,2023-08-20,18,2.0,I would not recommend this course.
463,14,7,2024-06-29,2024-11-09,61,2.0,The content was outdated and irrelevant.
464,163,8,2022-10-21,2022-12-03,21,1.6,I didn't learn anything new from this course.
465,60,3,2024-04-28,2024-08-28,19,3.3,The course met my expectations.
466,354,7,2023-05-30,2023-09-03,60,2.8,"The course was okay, not too bad."
467,111,8,2024-02-03,2024-03-04,9,3.4,"The course was okay, not too bad."
468,354,10,2024-03-07,2024-05-11,32,3.3,"Not much to say, it was a standard course."
469,163,9,2023-06-17,2023-07-24,85,1.4,I didn't learn anything new from this course.
470,263,18,2023-02-06,2023-04-27,40,1.7,"Poorly organized, I expected better."
471,233,3,2024-02-02,2024-04-10,2,3.4,"The course was okay, not too bad."
472,467,19,2024-09-01,2025-01-21,80,3.6,"The course was okay, not too bad."
473,325,7,2023-06-09,2023-10-29,53,3.0,The course met my expectations.
474,488,24,2023-09-19,2024-01-06,78,4.2,"The instructor was great, learned a lot!"
475,339,15,2024-03-08,2024-06-07,54,1.8,"Poorly organized, I expected better."
476,47,21,2024-03-03,2024-08-17,21,3.5,"Not much to say, it was a standard course."
477,320,10,2023-10-26,2023-12-18,52,1.8,"Not worth the time, very disappointing."
478,495,11,2023-03-14,2023-07-20,19,4.7,"Excellent course, highly recommend!"
479,91,1,2024-01-29,2024-03-23,36,4.0,Very informative and well structured.
480,480,5,2023-08-17,2024-01-15,30,1.2,I didn't learn anything new from this course.
481,455,11,2024-06-25,2024-12-03,38,2.2,I didn't learn anything new from this course.
482,102,3,2023-08-27,2023-12-09,8,3.6,"The course was okay, not too bad."
483,428,3,2024-03-19,2024-06-16,66,1.2,I didn't learn anything new from this course.
484,355,18,2023-07-23,2024-01-11,81,4.2,The materials provided were very helpful.
485,74,14,2023-05-25,2023-10-25,34,4.3,I really enjoyed this course.
486,294,6,2022-11-02,2022-12-24,24,2.8,"The course was okay, not too bad."
487,263,18,2024-05-05,2024-07-02,95,2.8,It was a decent experience overall.
488,94,15,2022-10-30,2022-12-26,40,1.8,I would not recommend this course.
489,331,1,2023-04-11,2023-08-11,62,1.9,"Poorly organized, I expected better."
490,232,18,2024-04-01,2024-08-26,52,4.2,"Excellent course, highly recommend!"
491,485,24,2022-10-19,2023-01-01,73,1.2,I didn't learn anything new from this course.
492,188,12,2023-02-03,2023-07-18,87,3.5,It was a decent experience overall.
493,104,9,2024-05-10,2024-07-21,3,3.6,"Not much to say, it was a standard course."
494,101,13,2023-01-10,2023-04-30,43,2.3,"Poorly organized, I expected better."
495,176,11,2023-07-23,2023-09-03,12,1.7,"Not worth the time, very disappointing."
496,70,17,2023-09-29,2023-12-31,78,2.4,"Not worth the time, very disappointing."
497,100,2,2023-04-24,2023-09-08,43,1.6,I would not recommend this course.
498,325,19,2023-03-16,2023-05-02,48,1.1,"Poorly organized, I expected better."
499,22,1,2023-08-05,2023-10-10,44,3.1,"Not much to say, it was a standard course."
500,62,13,2024-03-19,2024-07-04,6,4.7,Very informative and well structured.
501,98,17,2024-06-05,2024-09-18,90,3.5,"The course was okay, not too bad."
502,438,7,2023-01-04,2023-03-14,73,4.3,Very informative and well structured.
503,218,9,2023-07-02,2023-08-20,32,3.1,"Not much to say, it was a standard course."
504,361,1,2022-12-30,2023-05-24,27,4.7,Very informative and well structured.
505,265,14,2023-01-04,2023-04-22,88,2.4,The content was outdated and irrelevant.
506,294,10,2023-09-20,2023-11-10,30,1.8,I would not recommend this course.
507,461,9,2024-02-16,2024-03-18,10,2.1,I would not recommend this course.
508,355,2,2023-06-11,2023-07-21,34,4.4,"The instructor was great, learned a lot!"
509,189,11,2024-05-08,2024-09-28,6,3.1,"The course was okay, not too bad."
510,488,9,2024-05-17,2024-07-01,97,1.7,"Poorly organized, I expected better."
511,469,4,2023-08-10,2023-12-09,100,3.3,"The course was okay, not too bad."
512,139,15,2024-03-24,2024-06-24,89,3.9,The course met my expectations.
513,212,21,2024-08-25,2024-10-06,67,1.2,I would not recommend this course.
514,88,21,2024-04-26,2024-08-20,63,4.2,"The instructor was great, learned a lot!"
515,38,16,2023-04-03,2023-09-12,65,4.9,Very informative and well structured.
516,104,10,2023-12-03,2024-02-27,26,4.0,Very informative and well structured.
517,48,21,2022-12-08,2023-03-14,35,4.1,"The instructor was great, learned a lot!"
518,431,18,2023-10-06,2024-04-02,37,4.4,Very informative and well structured.
519,147,18,2022-11-18,2023-01-29,8,3.9,"Not much to say, it was a standard course."
520,393,15,2022-12-15,2023-04-06,32,3.2,"Not much to say, it was a standard course."
521,63,11,2024-07-31,2024-09-14,69,3.9,The course met my expectations.
522,95,7,2024-01-08,2024-06-05,65,3.5,Average course with some useful content.
523,440,5,2022-12-13,2023-04-25,96,2.9,"Not much to say, it was a standard course."
524,87,12,2023-06-03,2023-07-15,2,4.6,Very informative and well structured.
525,135,3,2024-05-07,2024-08-02,93,1.1,I didn't learn anything new from this course.
526,104,8,2023-06-11,2023-10-06,32,4.6,"The instructor was great, learned a lot!"
527,343,24,2024-09-19,2024-10-20,27,2.4,"Poorly organized, I expected better."
528,180,2,2024-02-04,2024-03-05,13,2.1,I would not recommend this course.
529,427,23,2023-04-30,2023-08-01,85,3.1,The course met my expectations.
530,431,17,2023-04-19,2023-06-20,59,2.9,Average course with some useful content.
531,56,13,2024-07-06,2024-08-22,100,2.8,"The course was okay, not too bad."
532,443,11,2024-02-10,2024-06-04,19,4.9,"Excellent course, highly recommend!"
533,96,10,2023-04-14,2023-07-09,59,1.9,The content was outdated and irrelevant.
534,87,24,2024-04-22,2024-05-30,25,3.5,The course met my expectations.
535,241,18,2023-11-10,2024-01-05,39,1.1,I didn't learn anything new from this course.
536,271,3,2023-11-01,2024-02-27,17,2.7,The course met my expectations.
537,153,5,2023-07-03,2023-10-04,77,3.4,It was a decent experience overall.
538,469,4,2024-02-28,2024-04-11,48,2.1,"Not worth the time, very disappointing."
539,409,14,2024-04-03,2024-05-08,90,2.7,The course met my expectations.
540,98,13,2023-10-31,2024-04-12,11,1.3,"Not worth the time, very disappointing."
541,47,15,2023-07-27,2023-10-29,50,1.8,The content was outdated and irrelevant.
542,85,11,2022-11-17,2023-01-24,24,1.2,"Poorly organized, I expected better."
543,210,24,2024-08-04,2024-12-31,99,2.3,I didn't learn anything new from this course.
544,263,18,2023-01-11,2023-06-04,94,4.5,I really enjoyed this course.
545,15,23,2023-07-25,2023-12-13,54,3.0,The course met my expectations.
546,72,7,2024-07-14,2024-08-19,25,4.6,"The instructor was great, learned a lot!"
547,340,14,2024-05-28,2024-07-03,71,3.6,"The course was okay, not too bad."
548,265,8,2024-01-04,2024-02-05,72,1.6,I didn't learn anything new from this course.
549,76,21,2023-03-17,2023-06-20,9,3.5,Average course with some useful content.
550,104,17,2024-06-22,2024-11-30,42,1.2,I would not recommend this course.
551,488,2,2022-11-10,2023-01-31,62,3.2,Average course with some useful content.
552,44,8,2024-05-20,2024-10-07,23,1.4,I didn't learn anything new from this course.
553,151,24,2024-09-01,2024-12-17,77,3.3,Average course with some useful content.
554,133,1,2024-09-21,2024-11-22,92,4.2,Very informative and well structured.
555,498,4,2023-10-23,2024-03-20,35,3.3,"Not much to say, it was a standard course."
556,263,12,2024-10-05,2025-03-11,79,2.0,"Not worth the time, very disappointing."
557,49,18,2023-05-20,2023-10-15,11,4.4,Very informative and well structured.
558,305,12,2023-03-07,2023-05-28,56,2.3,The content was outdated and irrelevant.
559,139,6,2023-04-06,2023-05-22,94,3.9,"Not much to say, it was a standard course."
560,218,4,2024-08-27,2024-10-09,90,1.5,The content was outdated and irrelevant.
561,429,18,2024-04-11,2024-08-30,70,1.9,"Not worth the time, very disappointing."
562,426,14,2024-01-04,2024-05-26,77,4.1,"The instructor was great, learned a lot!"
563,233,3,2024-08-24,2025-02-01,82,4.3,The materials provided were very helpful.
564,256,9,2024-02-10,2024-07-06,10,4.5,I really enjoyed this course.
565,301,16,2023-09-13,2024-01-28,29,4.5,Very informative and well structured.
566,409,4,2024-10-03,2025-01-02,62,2.3,I would not recommend this course.
567,10,15,2024-05-06,2024-10-13,79,2.9,"The course was okay, not too bad."
568,429,17,2023-12-15,2024-02-23,83,3.0,The course met my expectations.
569,54,7,2023-10-19,2024-04-14,45,3.2,It was a decent experience overall.
570,164,1,2024-08-02,2024-11-06,32,1.5,I didn't learn anything new from this course.
571,104,22,2024-06-11,2024-10-05,4,2.3,I would not recommend this course.
572,67,7,2022-11-04,2022-12-15,89,2.7,"Not much to say, it was a standard course."
573,366,15,2023-01-11,2023-03-19,80,1.2,"Poorly organized, I expected better."
574,223,16,2024-09-23,2025-01-28,65,1.4,"Not worth the time, very disappointing."
575,121,12,2023-11-15,2024-03-14,82,2.5,"The course was okay, not too bad."
576,162,8,2024-01-23,2024-03-22,62,4.8,Very informative and well structured.
